"","Date","Value","State","Type"
"3657",2005-12-31,97.3285,"CA","SFG"
"3658",2005-11-30,97.5389,"CA","SFG"
"3659",2005-10-31,97.5572,"CA","SFG"
"3660",2005-09-30,97.5165,"CA","SFG"
"3661",2005-08-31,97.5153,"CA","SFG"
"3662",2005-07-31,97.6383,"CA","SFG"
"3663",2005-06-30,97.6675,"CA","SFG"
"3664",2005-05-31,97.6198,"CA","SFG"
"3665",2005-04-30,97.4822,"CA","SFG"
"3666",2005-03-31,97.3331,"CA","SFG"
"3667",2005-02-28,97.1737,"CA","SFG"
"3668",2005-01-31,97.3096,"CA","SFG"
"3669",2004-12-31,97.4631,"CA","SFG"
"3670",2004-11-30,97.6372,"CA","SFG"
"3671",2004-10-31,97.735,"CA","SFG"
"3672",2004-09-30,97.7649,"CA","SFG"
"3673",2004-08-31,97.7892,"CA","SFG"
"3674",2004-07-31,97.8065,"CA","SFG"
"3675",2004-06-30,97.6632,"CA","SFG"
"3676",2004-05-31,97.5467,"CA","SFG"
"3677",2004-04-30,97.4032,"CA","SFG"
"3678",2004-03-31,97.3088,"CA","SFG"
"3679",2004-02-29,97.2715,"CA","SFG"
"3680",2004-01-31,97.3407,"CA","SFG"
"3681",2003-12-31,97.4569,"CA","SFG"
"3682",2003-11-30,97.3695,"CA","SFG"
"3683",2003-10-31,97.2901,"CA","SFG"
"3684",2003-09-30,97.3563,"CA","SFG"
"3685",2003-08-31,97.2314,"CA","SFG"
"3686",2003-07-31,97.1398,"CA","SFG"
"3687",2003-06-30,97.1474,"CA","SFG"
"3688",2003-05-31,97.002,"CA","SFG"
"3689",2003-04-30,96.8903,"CA","SFG"
"3690",2003-03-31,96.6819,"CA","SFG"
"3691",2003-02-28,96.5332,"CA","SFG"
"3692",2003-01-31,96.6742,"CA","SFG"
"3693",2002-12-31,97.1013,"CA","SFG"
"3694",2002-11-30,97.2539,"CA","SFG"
"3695",2002-10-31,97.3395,"CA","SFG"
"3696",2002-09-30,97.5145,"CA","SFG"
"3697",2002-08-31,97.7106,"CA","SFG"
"3698",2002-07-31,97.7027,"CA","SFG"
"3699",2002-06-30,97.7003,"CA","SFG"
"3700",2002-05-31,97.5414,"CA","SFG"
"3701",2002-04-30,97.3163,"CA","SFG"
"3702",2002-03-31,97.0633,"CA","SFG"
"3703",2002-02-28,96.805,"CA","SFG"
"3704",2002-01-31,96.8199,"CA","SFG"
"3705",2001-12-31,97.0324,"CA","SFG"
"3706",2001-11-30,97.3159,"CA","SFG"
"3707",2001-10-31,97.5393,"CA","SFG"
"3708",2001-09-30,97.7927,"CA","SFG"
"3709",2001-08-31,97.8606,"CA","SFG"
"3710",2001-07-31,97.8593,"CA","SFG"
"3711",2001-06-30,97.868,"CA","SFG"
"3712",2001-05-31,97.7904,"CA","SFG"
"3713",2001-04-30,97.7748,"CA","SFG"
"3714",2001-03-31,97.7818,"CA","SFG"
"3715",2001-02-28,97.8224,"CA","SFG"
"3716",2001-01-31,98.0536,"CA","SFG"
"3717",2000-12-31,98.2699,"CA","SFG"
"3718",2000-11-30,98.3678,"CA","SFG"
"3719",2000-10-31,98.3886,"CA","SFG"
"3720",2000-09-30,98.4581,"CA","SFG"
"3721",2000-08-31,98.4256,"CA","SFG"
"3722",2000-07-31,98.4151,"CA","SFG"
"3723",2000-06-30,98.3866,"CA","SFG"
"3724",2000-05-31,98.2659,"CA","SFG"
"3725",2000-04-30,98.243,"CA","SFG"
"3726",2000-03-31,98.1412,"CA","SFG"
"3727",2000-02-29,97.9118,"CA","SFG"
"3728",2000-01-31,97.9559,"CA","SFG"
"3729",1999-12-31,98.0455,"CA","SFG"
"3730",1999-11-30,98.2713,"CA","SFG"
"3731",1999-10-31,98.303,"CA","SFG"
"3732",1999-09-30,98.3472,"CA","SFG"
"3733",1999-08-31,98.3416,"CA","SFG"
"3734",1999-07-31,98.429,"CA","SFG"
"3735",1999-06-30,98.3753,"CA","SFG"
"3736",1999-05-31,98.2157,"CA","SFG"
"3737",1999-04-30,98.1198,"CA","SFG"
"3738",1999-03-31,98.0543,"CA","SFG"
"3739",1999-02-28,97.9965,"CA","SFG"
"3740",1999-01-31,97.9673,"CA","SFG"
"3741",1998-12-31,98.072,"CA","SFG"
"3742",1998-11-30,98.2406,"CA","SFG"
"3743",1998-10-31,98.2892,"CA","SFG"
"3744",1998-09-30,98.4269,"CA","SFG"
"3745",1998-08-31,98.4618,"CA","SFG"
"3746",1998-07-31,98.6013,"CA","SFG"
"3747",1998-06-30,98.6085,"CA","SFG"
"3748",1998-05-31,98.5267,"CA","SFG"
"3749",1998-04-30,98.4005,"CA","SFG"
"3750",1998-03-31,98.353,"CA","SFG"
"3751",1998-02-28,98.322,"CA","SFG"
"3752",1998-01-31,98.4126,"CA","SFG"
"3753",2016-05-31,79.12,"CA","IV"
"3754",2016-04-30,74.44,"CA","IV"
"3755",2016-03-31,74.62,"CA","IV"
"3756",2016-02-29,74.29,"CA","IV"
"3757",2016-01-31,75.24,"CA","IV"
"3758",2015-12-31,76.05,"CA","IV"
"3759",2015-11-30,76.59,"CA","IV"
"3760",2015-10-31,77.46,"CA","IV"
"3761",2015-09-30,78.1,"CA","IV"
"3762",2015-08-31,77.02,"CA","IV"
"3763",2015-07-31,76.21,"CA","IV"
"3764",2015-06-30,75.61,"CA","IV"
"3765",2015-05-31,74.64,"CA","IV"
"3766",2015-04-30,74.33,"CA","IV"
"3767",2015-03-31,74.05,"CA","IV"
"3768",2015-02-28,74.48,"CA","IV"
"3769",2015-01-31,72.97,"CA","IV"
"3770",2014-12-31,73.72,"CA","IV"
"3771",2014-11-30,74.61,"CA","IV"
"3772",2014-10-31,76.37,"CA","IV"
"3773",2014-09-30,79.36,"CA","IV"
"3774",2014-08-31,82,"CA","IV"
"3775",2014-07-31,85.05,"CA","IV"
"3776",2014-06-30,87.69,"CA","IV"
"3777",2014-05-31,90.62,"CA","IV"
"3778",2014-04-30,92.96,"CA","IV"
"3779",2014-03-31,93.22,"CA","IV"
"3780",2014-02-28,93.52,"CA","IV"
"3781",2014-01-31,94.76,"CA","IV"
"3782",2013-12-31,95.05,"CA","IV"
"3783",2013-11-30,95.79,"CA","IV"
"3784",2013-10-31,96.1,"CA","IV"
"3785",2013-09-30,96.1,"CA","IV"
"3786",2013-08-31,96.09,"CA","IV"
"3787",2013-07-31,95.85,"CA","IV"
"3788",2013-06-30,95.46,"CA","IV"
"3789",2013-05-31,94.22,"CA","IV"
"3790",2013-04-30,94.41,"CA","IV"
"3791",2013-03-31,93.19,"CA","IV"
"3792",2013-02-28,90.1,"CA","IV"
"3793",2013-01-31,87.88,"CA","IV"
"3794",2012-12-31,82.46,"CA","IV"
"3795",2012-11-30,79.79,"CA","IV"
"3796",2012-10-31,74.67,"CA","IV"
"3797",2012-09-30,68.01,"CA","IV"
"3798",2012-08-31,56.52,"CA","IV"
"3799",2012-07-31,54.1,"CA","IV"
"3800",2012-06-30,46.06,"CA","IV"
"3801",2012-05-31,41.04,"CA","IV"
"3802",2012-04-30,34.15,"CA","IV"
"3803",2012-03-31,27.43,"CA","IV"
"3804",2012-02-29,23.23,"CA","IV"
"3805",2012-01-31,21.09,"CA","IV"
"3806",2011-12-31,18.45,"CA","IV"
"3807",2011-11-30,17.74,"CA","IV"
"3808",2011-10-31,16.98,"CA","IV"
"3809",2011-09-30,15.47,"CA","IV"
"3810",2011-08-31,16.09,"CA","IV"
"3811",2011-07-31,15.39,"CA","IV"
"3812",2011-06-30,15.18,"CA","IV"
"3813",2011-05-31,15.21,"CA","IV"
"3814",2011-04-30,16.95,"CA","IV"
"3815",2011-03-31,17.54,"CA","IV"
"3816",2011-02-28,20.19,"CA","IV"
"3817",2011-01-31,23.3,"CA","IV"
"3818",2010-12-31,25.53,"CA","IV"
"3819",2010-11-30,27.55,"CA","IV"
"3820",2010-10-31,31.93,"CA","IV"
"3821",2010-09-30,38.04,"CA","IV"
"3822",2010-08-31,41.96,"CA","IV"
"3823",2010-07-31,45.29,"CA","IV"
"3824",2010-06-30,47.25,"CA","IV"
"3825",2010-05-31,50.14,"CA","IV"
"3826",2010-04-30,50.2,"CA","IV"
"3827",2010-03-31,45.46,"CA","IV"
"3828",2010-02-28,42.06,"CA","IV"
"3829",2010-01-31,39.58,"CA","IV"
"3830",2009-12-31,33.24,"CA","IV"
"3831",2009-11-30,28.25,"CA","IV"
"3832",2009-10-31,20.08,"CA","IV"
"3833",2009-09-30,14.4,"CA","IV"
"3834",2009-08-31,11.11,"CA","IV"
"3835",2009-07-31,8.02,"CA","IV"
"3836",2009-06-30,6.29,"CA","IV"
"3837",2009-05-31,5.11,"CA","IV"
"3838",2009-04-30,3.86,"CA","IV"
"3839",2009-03-31,3.96,"CA","IV"
"3840",2009-02-28,3.19,"CA","IV"
"3841",2009-01-31,3.25,"CA","IV"
"3842",2008-12-31,2.83,"CA","IV"
"3843",2008-11-30,2.57,"CA","IV"
"3844",2008-10-31,3.09,"CA","IV"
"3845",2008-09-30,3.17,"CA","IV"
"3846",2008-08-31,3.05,"CA","IV"
"3847",2008-07-31,3.66,"CA","IV"
"3848",2008-06-30,3.66,"CA","IV"
"3849",2008-05-31,3.76,"CA","IV"
"3850",2008-04-30,4.2,"CA","IV"
"3851",2008-03-31,4.77,"CA","IV"
"3852",2008-02-29,5.6,"CA","IV"
"3853",2008-01-31,6.7,"CA","IV"
"3854",2007-12-31,8.04,"CA","IV"
"3855",2007-11-30,10.57,"CA","IV"
"3856",2007-10-31,11.67,"CA","IV"
"3857",2007-09-30,13.69,"CA","IV"
"3858",2007-08-31,15.26,"CA","IV"
"3859",2007-07-31,16.18,"CA","IV"
"3860",2007-06-30,16.88,"CA","IV"
"3861",2007-05-31,18.91,"CA","IV"
"3862",2007-04-30,21.59,"CA","IV"
"3863",2007-03-31,21.83,"CA","IV"
"3864",2007-02-28,23.86,"CA","IV"
"3865",2007-01-31,24.38,"CA","IV"
"3866",2006-12-31,26.2,"CA","IV"
"3867",2006-11-30,28.38,"CA","IV"
"3868",2006-10-31,33.25,"CA","IV"
"3869",2006-09-30,39.55,"CA","IV"
"3870",2006-08-31,48.91,"CA","IV"
"3871",2006-07-31,59.1,"CA","IV"
"3872",2006-06-30,68.27,"CA","IV"
"3873",2006-05-31,74.52,"CA","IV"
"3874",2006-04-30,79.53,"CA","IV"
"3875",2006-03-31,84.04,"CA","IV"
"3876",2006-02-28,88.95,"CA","IV"
"3877",2006-01-31,90.93,"CA","IV"
"3878",2005-12-31,91.85,"CA","IV"
"3879",2005-11-30,93.25,"CA","IV"
"3880",2005-10-31,94.54,"CA","IV"
"3881",2005-09-30,94.49,"CA","IV"
"3882",2005-08-31,94.22,"CA","IV"
"3883",2005-07-31,93.62,"CA","IV"
"3884",2005-06-30,94.03,"CA","IV"
"3885",2005-05-31,95.22,"CA","IV"
"3886",2005-04-30,96.51,"CA","IV"
"3887",2005-03-31,97.35,"CA","IV"
"3888",2005-02-28,97.61,"CA","IV"
"3889",2005-01-31,97.87,"CA","IV"
"3890",2004-12-31,98.23,"CA","IV"
"3891",2004-11-30,98.28,"CA","IV"
"3892",2004-10-31,98.43,"CA","IV"
"3893",2004-09-30,98.52,"CA","IV"
"3894",2004-08-31,98.52,"CA","IV"
"3895",2004-07-31,98.52,"CA","IV"
"3896",2004-06-30,98.47,"CA","IV"
"3897",2004-05-31,98.08,"CA","IV"
"3898",2004-04-30,97.69,"CA","IV"
"3899",2004-03-31,97,"CA","IV"
"3900",2004-02-29,96.19,"CA","IV"
"3901",2004-01-31,95.89,"CA","IV"
"3902",2003-12-31,95.25,"CA","IV"
"3903",2003-11-30,93.83,"CA","IV"
"3904",2003-10-31,92.65,"CA","IV"
"3905",2003-09-30,91.5,"CA","IV"
"3906",2003-08-31,90.04,"CA","IV"
"3907",2003-07-31,88.84,"CA","IV"
"3908",2003-06-30,88.35,"CA","IV"
"3909",2003-05-31,89.18,"CA","IV"
"3910",2003-04-30,90.77,"CA","IV"
"3911",2003-03-31,92.85,"CA","IV"
"3912",2003-02-28,94.43,"CA","IV"
"3913",2003-01-31,94.55,"CA","IV"
"3914",2002-12-31,94.54,"CA","IV"
"3915",2002-11-30,94.47,"CA","IV"
"3916",2002-10-31,93.75,"CA","IV"
"3917",2002-09-30,92.96,"CA","IV"
"3918",2002-08-31,92.38,"CA","IV"
"3919",2002-07-31,87.29,"CA","IV"
"3920",2002-06-30,84.54,"CA","IV"
"3921",2002-05-31,81.27,"CA","IV"
"3922",2002-04-30,77.46,"CA","IV"
"3923",2002-03-31,75.02,"CA","IV"
"3924",2002-02-28,74.45,"CA","IV"
"3925",2002-01-31,75.32,"CA","IV"
"3926",2001-12-31,74.56,"CA","IV"
"3927",2001-11-30,76.56,"CA","IV"
"3928",2001-10-31,79.49,"CA","IV"
"3929",2001-09-30,82.1,"CA","IV"
"3930",2001-08-31,83.68,"CA","IV"
"3931",2001-07-31,84.5,"CA","IV"
"3932",2001-06-30,85.78,"CA","IV"
"3933",2001-05-31,87.48,"CA","IV"
"3934",2001-04-30,88.86,"CA","IV"
"3935",2001-03-31,89.88,"CA","IV"
"3936",2001-02-28,90.29,"CA","IV"
"3937",2001-01-31,90.26,"CA","IV"
"3938",2000-12-31,89.32,"CA","IV"
"3939",2000-11-30,89.77,"CA","IV"
"3940",2000-10-31,88.61,"CA","IV"
"3941",2000-09-30,88.25,"CA","IV"
"3942",2000-08-31,87.59,"CA","IV"
"3943",2000-07-31,86.99,"CA","IV"
"3944",2000-06-30,85.92,"CA","IV"
"3945",2000-05-31,84.87,"CA","IV"
"3946",2000-04-30,85.01,"CA","IV"
"3947",2000-03-31,84.55,"CA","IV"
"3948",2000-02-29,83.94,"CA","IV"
"3949",2000-01-31,83.32,"CA","IV"
"3950",1999-12-31,81.43,"CA","IV"
"3951",1999-11-30,79.56,"CA","IV"
"3952",1999-10-31,81,"CA","IV"
"3953",1999-09-30,81.28,"CA","IV"
"3954",1999-08-31,79.94,"CA","IV"
"3955",1999-07-31,79.24,"CA","IV"
"3956",1999-06-30,79.77,"CA","IV"
"3957",1999-05-31,79.74,"CA","IV"
"3958",1999-04-30,79.42,"CA","IV"
"3959",1999-03-31,78.65,"CA","IV"
"3960",1999-02-28,79.26,"CA","IV"
"3961",1999-01-31,80.43,"CA","IV"
"3962",1998-12-31,79.97,"CA","IV"
"3963",1998-11-30,80.89,"CA","IV"
"3964",1998-10-31,79.18,"CA","IV"
"3965",1998-09-30,78.96,"CA","IV"
"3966",1998-08-31,78.55,"CA","IV"
"3967",1998-07-31,79.11,"CA","IV"
"3968",1998-06-30,77.51,"CA","IV"
"3969",1998-05-31,75.54,"CA","IV"
"3970",1998-04-30,73,"CA","IV"
"3971",1998-03-31,70.97,"CA","IV"
"3972",1998-02-28,69.57,"CA","IV"
"3973",1998-01-31,68.04,"CA","IV"
"3974",1997-12-31,67.08,"CA","IV"
"3975",1997-11-30,63.85,"CA","IV"
"3976",1997-10-31,61.22,"CA","IV"
"3977",1997-09-30,58.82,"CA","IV"
"3978",1997-08-31,57.72,"CA","IV"
"3979",1997-07-31,55.64,"CA","IV"
"3980",1997-06-30,52.16,"CA","IV"
"3981",1997-05-31,52.43,"CA","IV"
"3982",1997-04-30,50.72,"CA","IV"
"3983",1997-03-31,49.55,"CA","IV"
"3984",1997-02-28,48.12,"CA","IV"
"3985",2016-05-31,15.09,"CA","DV"
"3986",2016-04-30,19.73,"CA","DV"
"3987",2016-03-31,19.64,"CA","DV"
"3988",2016-02-29,19.84,"CA","DV"
"3989",2016-01-31,19.14,"CA","DV"
"3990",2015-12-31,18.27,"CA","DV"
"3991",2015-11-30,17.57,"CA","DV"
"3992",2015-10-31,16.49,"CA","DV"
"3993",2015-09-30,15.55,"CA","DV"
"3994",2015-08-31,16.17,"CA","DV"
"3995",2015-07-31,16.74,"CA","DV"
"3996",2015-06-30,17.09,"CA","DV"
"3997",2015-05-31,18.25,"CA","DV"
"3998",2015-04-30,18.99,"CA","DV"
"3999",2015-03-31,20.22,"CA","DV"
"4000",2015-02-28,19.97,"CA","DV"
"4001",2015-01-31,21.26,"CA","DV"
"4002",2014-12-31,20.57,"CA","DV"
"4003",2014-11-30,19.79,"CA","DV"
"4004",2014-10-31,18.21,"CA","DV"
"4005",2014-09-30,15.83,"CA","DV"
"4006",2014-08-31,13.69,"CA","DV"
"4007",2014-07-31,11.38,"CA","DV"
"4008",2014-06-30,9.38,"CA","DV"
"4009",2014-05-31,7.07,"CA","DV"
"4010",2014-04-30,5.25,"CA","DV"
"4011",2014-03-31,5.08,"CA","DV"
"4012",2014-02-28,4.9,"CA","DV"
"4013",2014-01-31,4.01,"CA","DV"
"4014",2013-12-31,3.77,"CA","DV"
"4015",2013-11-30,3.2,"CA","DV"
"4016",2013-10-31,2.99,"CA","DV"
"4017",2013-09-30,3.03,"CA","DV"
"4018",2013-08-31,3.05,"CA","DV"
"4019",2013-07-31,3.23,"CA","DV"
"4020",2013-06-30,3.5,"CA","DV"
"4021",2013-05-31,4.64,"CA","DV"
"4022",2013-04-30,4.51,"CA","DV"
"4023",2013-03-31,5.42,"CA","DV"
"4024",2013-02-28,7.82,"CA","DV"
"4025",2013-01-31,9.24,"CA","DV"
"4026",2012-12-31,13.3,"CA","DV"
"4027",2012-11-30,15.16,"CA","DV"
"4028",2012-10-31,18.93,"CA","DV"
"4029",2012-09-30,24.16,"CA","DV"
"4030",2012-08-31,34.02,"CA","DV"
"4031",2012-07-31,36.12,"CA","DV"
"4032",2012-06-30,43.56,"CA","DV"
"4033",2012-05-31,48.7,"CA","DV"
"4034",2012-04-30,56.09,"CA","DV"
"4035",2012-03-31,63.4,"CA","DV"
"4036",2012-02-29,68.48,"CA","DV"
"4037",2012-01-31,70.94,"CA","DV"
"4038",2011-12-31,74.29,"CA","DV"
"4039",2011-11-30,75.04,"CA","DV"
"4040",2011-10-31,75.99,"CA","DV"
"4041",2011-09-30,78.09,"CA","DV"
"4042",2011-08-31,77.24,"CA","DV"
"4043",2011-07-31,78.1,"CA","DV"
"4044",2011-06-30,78.39,"CA","DV"
"4045",2011-05-31,78.46,"CA","DV"
"4046",2011-04-30,76.25,"CA","DV"
"4047",2011-03-31,75.56,"CA","DV"
"4048",2011-02-28,72.09,"CA","DV"
"4049",2011-01-31,68.16,"CA","DV"
"4050",2010-12-31,65.5,"CA","DV"
"4051",2010-11-30,63.25,"CA","DV"
"4052",2010-10-31,58.62,"CA","DV"
"4053",2010-09-30,52.26,"CA","DV"
"4054",2010-08-31,48.73,"CA","DV"
"4055",2010-07-31,46.1,"CA","DV"
"4056",2010-06-30,44.36,"CA","DV"
"4057",2010-05-31,42.22,"CA","DV"
"4058",2010-04-30,42.49,"CA","DV"
"4059",2010-03-31,47.26,"CA","DV"
"4060",2010-02-28,50.97,"CA","DV"
"4061",2010-01-31,53.59,"CA","DV"
"4062",2009-12-31,60.51,"CA","DV"
"4063",2009-11-30,65.74,"CA","DV"
"4064",2009-10-31,74.73,"CA","DV"
"4065",2009-09-30,81.32,"CA","DV"
"4066",2009-08-31,85.24,"CA","DV"
"4067",2009-07-31,89.11,"CA","DV"
"4068",2009-06-30,91.43,"CA","DV"
"4069",2009-05-31,93.04,"CA","DV"
"4070",2009-04-30,94.82,"CA","DV"
"4071",2009-03-31,94.73,"CA","DV"
"4072",2009-02-28,95.76,"CA","DV"
"4073",2009-01-31,95.69,"CA","DV"
"4074",2008-12-31,96.07,"CA","DV"
"4075",2008-11-30,96.64,"CA","DV"
"4076",2008-10-31,95.97,"CA","DV"
"4077",2008-09-30,95.79,"CA","DV"
"4078",2008-08-31,96.06,"CA","DV"
"4079",2008-07-31,95.26,"CA","DV"
"4080",2008-06-30,95.25,"CA","DV"
"4081",2008-05-31,95.13,"CA","DV"
"4082",2008-04-30,94.58,"CA","DV"
"4083",2008-03-31,93.79,"CA","DV"
"4084",2008-02-29,92.71,"CA","DV"
"4085",2008-01-31,91.11,"CA","DV"
"4086",2007-12-31,89.19,"CA","DV"
"4087",2007-11-30,85.65,"CA","DV"
"4088",2007-10-31,84.01,"CA","DV"
"4089",2007-09-30,81.12,"CA","DV"
"4090",2007-08-31,78.81,"CA","DV"
"4091",2007-07-31,77.52,"CA","DV"
"4092",2007-06-30,76.73,"CA","DV"
"4093",2007-05-31,74.14,"CA","DV"
"4094",2007-04-30,70.55,"CA","DV"
"4095",2007-03-31,70.08,"CA","DV"
"4096",2007-02-28,67.56,"CA","DV"
"4097",2007-01-31,67.25,"CA","DV"
"4098",2006-12-31,65.17,"CA","DV"
"4099",2006-11-30,62.63,"CA","DV"
"4100",2006-10-31,57.49,"CA","DV"
"4101",2006-09-30,50.81,"CA","DV"
"4102",2006-08-31,41.41,"CA","DV"
"4103",2006-07-31,31.9,"CA","DV"
"4104",2006-06-30,23.77,"CA","DV"
"4105",2006-05-31,18.56,"CA","DV"
"4106",2006-04-30,14.56,"CA","DV"
"4107",2006-03-31,11.33,"CA","DV"
"4108",2006-02-28,7.77,"CA","DV"
"4109",2006-01-31,6.31,"CA","DV"
"4110",2005-12-31,5.76,"CA","DV"
"4111",2005-11-30,4.78,"CA","DV"
"4112",2005-10-31,3.8,"CA","DV"
"4113",2005-09-30,3.86,"CA","DV"
"4114",2005-08-31,4.1,"CA","DV"
"4115",2005-07-31,4.54,"CA","DV"
"4116",2005-06-30,4.15,"CA","DV"
"4117",2005-05-31,3.44,"CA","DV"
"4118",2005-04-30,2.57,"CA","DV"
"4119",2005-03-31,1.99,"CA","DV"
"4120",2005-02-28,1.84,"CA","DV"
"4121",2005-01-31,1.61,"CA","DV"
"4122",2004-12-31,1.35,"CA","DV"
"4123",2004-11-30,1.31,"CA","DV"
"4124",2004-10-31,1.2,"CA","DV"
"4125",2004-09-30,1.12,"CA","DV"
"4126",2004-08-31,1.13,"CA","DV"
"4127",2004-07-31,1.13,"CA","DV"
"4128",2004-06-30,1.17,"CA","DV"
"4129",2004-05-31,1.45,"CA","DV"
"4130",2004-04-30,1.72,"CA","DV"
"4131",2004-03-31,2.19,"CA","DV"
"4132",2004-02-29,2.74,"CA","DV"
"4133",2004-01-31,2.94,"CA","DV"
"4134",2003-12-31,3.37,"CA","DV"
"4135",2003-11-30,4.32,"CA","DV"
"4136",2003-10-31,5.17,"CA","DV"
"4137",2003-09-30,6,"CA","DV"
"4138",2003-08-31,7.12,"CA","DV"
"4139",2003-07-31,8.24,"CA","DV"
"4140",2003-06-30,8.86,"CA","DV"
"4141",2003-05-31,8.2,"CA","DV"
"4142",2003-04-30,6.75,"CA","DV"
"4143",2003-03-31,5.23,"CA","DV"
"4144",2003-02-28,4.14,"CA","DV"
"4145",2003-01-31,4.09,"CA","DV"
"4146",2002-12-31,4.09,"CA","DV"
"4147",2002-11-30,4.16,"CA","DV"
"4148",2002-10-31,4.63,"CA","DV"
"4149",2002-09-30,4.95,"CA","DV"
"4150",2002-08-31,5.58,"CA","DV"
"4151",2002-07-31,10.02,"CA","DV"
"4152",2002-06-30,12.36,"CA","DV"
"4153",2002-05-31,15.19,"CA","DV"
"4154",2002-04-30,18.71,"CA","DV"
"4155",2002-03-31,20.97,"CA","DV"
"4156",2002-02-28,21.58,"CA","DV"
"4157",2002-01-31,20.93,"CA","DV"
"4158",2001-12-31,21.69,"CA","DV"
"4159",2001-11-30,19.7,"CA","DV"
"4160",2001-10-31,16.84,"CA","DV"
"4161",2001-09-30,14.29,"CA","DV"
"4162",2001-08-31,12.86,"CA","DV"
"4163",2001-07-31,11.95,"CA","DV"
"4164",2001-06-30,10.86,"CA","DV"
"4165",2001-05-31,9.53,"CA","DV"
"4166",2001-04-30,8.5,"CA","DV"
"4167",2001-03-31,7.81,"CA","DV"
"4168",2001-02-28,7.49,"CA","DV"
"4169",2001-01-31,7.45,"CA","DV"
"4170",2000-12-31,8.36,"CA","DV"
"4171",2000-11-30,7.97,"CA","DV"
"4172",2000-10-31,8.95,"CA","DV"
"4173",2000-09-30,9.23,"CA","DV"
"4174",2000-08-31,9.7,"CA","DV"
"4175",2000-07-31,10.18,"CA","DV"
"4176",2000-06-30,10.99,"CA","DV"
"4177",2000-05-31,11.86,"CA","DV"
"4178",2000-04-30,11.67,"CA","DV"
"4179",2000-03-31,11.92,"CA","DV"
"4180",2000-02-29,12.41,"CA","DV"
"4181",2000-01-31,12.76,"CA","DV"
"4182",1999-12-31,14.42,"CA","DV"
"4183",1999-11-30,16.04,"CA","DV"
"4184",1999-10-31,14.68,"CA","DV"
"4185",1999-09-30,14.48,"CA","DV"
"4186",1999-08-31,15.47,"CA","DV"
"4187",1999-07-31,15.97,"CA","DV"
"4188",1999-06-30,15.74,"CA","DV"
"4189",1999-05-31,15.73,"CA","DV"
"4190",1999-04-30,15.94,"CA","DV"
"4191",1999-03-31,16.65,"CA","DV"
"4192",1999-02-28,16.08,"CA","DV"
"4193",1999-01-31,14.98,"CA","DV"
"4194",1998-12-31,15.4,"CA","DV"
"4195",1998-11-30,14.75,"CA","DV"
"4196",1998-10-31,16,"CA","DV"
"4197",1998-09-30,16.36,"CA","DV"
"4198",1998-08-31,16.68,"CA","DV"
"4199",1998-07-31,16.19,"CA","DV"
"4200",1998-06-30,17.47,"CA","DV"
"4201",1998-05-31,18.91,"CA","DV"
"4202",1998-04-30,21.1,"CA","DV"
"4203",1998-03-31,22.73,"CA","DV"
"4204",1998-02-28,23.72,"CA","DV"
"4205",1998-01-31,24.95,"CA","DV"
"4206",1997-12-31,25.68,"CA","DV"
"4207",1997-11-30,28.45,"CA","DV"
"4208",1997-10-31,30.58,"CA","DV"
"4209",1997-09-30,32.74,"CA","DV"
"4210",1997-08-31,33.79,"CA","DV"
"4211",1997-07-31,35.82,"CA","DV"
"4212",1997-06-30,39.11,"CA","DV"
"4213",1997-05-31,38.87,"CA","DV"
"4214",1997-04-30,40.51,"CA","DV"
"4215",1997-03-31,41.88,"CA","DV"
"4216",1997-02-28,43.66,"CA","DV"
"4217",2016-05-31,4.802413784908,"CA","SPY"
"4218",2016-04-30,4.7610845490651,"CA","SPY"
"4219",2016-03-31,4.8237166711046,"CA","SPY"
"4220",2016-02-29,4.8331115070672,"CA","SPY"
"4221",2016-01-31,4.8705289075817,"CA","SPY"
"4222",2015-12-31,4.8674055471128,"CA","SPY"
"4223",2015-11-30,4.821474529076,"CA","SPY"
"4224",2015-10-31,4.8251343741589,"CA","SPY"
"4225",2015-09-30,4.7860379250526,"CA","SPY"
"4226",2015-08-31,4.7455480904014,"CA","SPY"
"4227",2015-07-31,4.7101699734599,"CA","SPY"
"4228",2015-06-30,4.6426825535099,"CA","SPY"
"4229",2015-05-31,4.5016300377113,"CA","SPY"
"4230",2015-04-30,4.5176699396467,"CA","SPY"
"4231",2015-03-31,4.3105634230152,"CA","SPY"
"4232",2015-02-28,4.4753620633948,"CA","SPY"
"4233",2015-01-31,4.4852898976132,"CA","SPY"
"4234",2014-12-31,4.5337047017332,"CA","SPY"
"4235",2014-11-30,4.5544835381598,"CA","SPY"
"4236",2014-10-31,4.6019418012796,"CA","SPY"
"4237",2014-09-30,4.6270308345025,"CA","SPY"
"4238",2014-08-31,4.6499878185079,"CA","SPY"
"4239",2014-07-31,4.7254162624416,"CA","SPY"
"4240",2014-06-30,4.7783948043458,"CA","SPY"
"4241",2014-05-31,4.8182237886445,"CA","SPY"
"4242",2014-04-30,4.8897338718543,"CA","SPY"
"4243",2014-03-31,4.9417328235776,"CA","SPY"
"4244",2014-02-28,5.016296923234,"CA","SPY"
"4245",2014-01-31,5.0729172356933,"CA","SPY"
"4246",2013-12-31,5.1203178758612,"CA","SPY"
"4247",2013-11-30,5.1850054015755,"CA","SPY"
"4248",2013-10-31,5.2522398617602,"CA","SPY"
"4249",2013-09-30,5.2974393051686,"CA","SPY"
